Block,Lot,Ward,Sect,CityTax,StateTax,ResCode,AmountDue,CouncilDistrict
3822,66,12,140,1686.0,84.0,0,1988.4,12
0056A,1,16,230,112.4,5.6,0,0.0,9
0056A,2,16,230,674.4,33.6,1,0.0,9
2307A,8,15,70,67.44,3.36,0,77.7,7
0056A,4,16,230,674.4,33.6,1,0.0,9
0056A,6,16,230,674.4,33.6,1,0.0,9
0056A,7,16,230,674.4,33.6,1,0.0,9
1841,33,1,130,3757.15,187.19,1,990.74,1
0056A,9,16,230,674.4,33.6,0,0.0,9
0056A,10,16,230,674.4,33.6,1,0.0,9
0056A,11,16,230,674.4,33.6,1,0.0,9
0056A,12,16,230,674.4,33.6,1,0.0,9
0056A,13,16,230,674.4,33.6,1,0.0,9
1841,44,1,130,3723.43,185.51,1,990.62,1
0056A,15,16,230,674.4,33.6,1,0.0,9
0056A,16,16,230,674.4,33.6,1,0.0,9
0056A,17,16,230,0.0,0.0,0,0.0,9
2281,111,20,170,1829.87,91.17,1,1931.84,8
0056A,44,16,230,674.4,33.6,0,0.0,9
0056A,45,16,230,674.4,33.6,0,0.0,9
0056A,46,16,230,674.4,33.6,1,0.0,9
0056A,47,16,230,674.4,33.6,0,0.0,9
2307A,4,15,70,472.08,23.52,1,501.52,7
1841,46,1,130,7303.01,363.85,1,3601.73,1
0056A,48,16,230,674.4,33.6,1,0.0,9
0056A,49,16,230,674.4,33.6,0,0.0,9
0056A,50,16,230,674.4,33.6,1,0.0,9
0056A,51,16,230,674.4,33.6,1,0.0,9
3822,70,12,140,1686.0,84.0,0,1988.4,12
0056A,53,16,230,674.4,33.6,0,0.0,9
3823,36,12,140,112.4,5.6,0,142.9,12
57,2,16,50,67.44,3.36,0,0.0,9
1841,50,1,130,4738.78,236.1,1,2416.88,1
57,6,16,50,269.76,13.44,0,0.0,9
57,7,16,50,269.76,13.44,1,0.0,9
57,8,16,50,269.76,13.44,0,0.0,9
2281B,39,20,170,8.99,0.45,0,10.52,8
57,10,16,50,269.76,13.44,0,0.0,9
57,11,16,50,269.76,13.44,0,0.0,9
2281B,43,20,170,11.24,0.56,0,13.18,8
57,13,16,50,269.76,13.44,0,0.0,9
57,14,16,50,269.76,13.44,0,0.0,9
57,15,16,50,269.76,13.44,0,0.0,9
57,16,16,50,269.76,13.44,0,0.0,9
57,17,16,50,0.0,0.0,0,0.0,9
57,18,16,50,795.79,39.65,0,0.0,9
57,19,16,50,0.0,0.0,0,0.0,9
57,20,16,50,2000.72,99.68,0,2090.4,9
1841,52,1,130,4370.11,217.73,1,2193.44,1
1841,60,1,130,6525.2,325.1,1,1804.86,1
58,1,16,50,269.76,13.44,0,0.0,9
76,30,16,120,316.97,15.79,0,382.8,9
58,3,16,50,269.76,13.44,0,0.0,9
3824,11,12,140,1686.0,84.0,0,1988.4,12
58,5,16,50,67.44,3.36,0,0.0,9
58,6,16,50,0.0,0.0,0,0.0,9
58,8,16,50,67.44,3.36,0,0.0,9
3825,38,12,150,1686.0,84.0,0,1478.4,12
58,10,16,50,269.76,13.44,1,0.0,9
58,11,16,50,269.76,13.44,1,0.0,9
3825,16,12,150,1686.0,84.0,0,1361.1,12
58,14,16,50,269.76,13.44,0,0.0,9
58,15,16,50,67.44,3.36,0,0.0,9
58,16,16,50,269.76,13.44,1,0.0,9
58,17,16,50,269.76,13.44,0,0.0,9
58,20,16,50,269.76,13.44,1,0.0,9
76,34,16,120,67.44,3.36,0,74.94,9
58,24,16,50,269.76,13.44,0,0.0,9
58,25,16,50,269.76,13.44,1,0.0,9
1841,83,1,130,3566.07,177.67,1,14.94,1
1841,62,1,130,4346.13,216.53,1,2181.15,1
2281B,44,20,170,11.24,0.56,0,13.18,8
1841,78,1,130,5002.54,249.24,1,2497.0,1
2282,47,20,170,6.74,0.34,0,7.86,8
2282,48,20,170,6.74,0.34,0,7.86,8
58,27,16,50,269.76,13.44,0,0.0,9
58,28,16,50,269.76,13.44,1,0.0,9
3825,54,12,150,112.4,5.6,0,142.9,12
58,30,16,50,269.76,13.44,0,0.0,9
3826,5,12,150,1686.0,84.0,0,1988.4,12
1842,17,1,130,3678.47,183.27,1,1896.18,1
1842,18,1,130,3716.69,185.17,1,1984.62,1
3827,58,12,140,674.4,33.6,0,802.02,12
3829,16,12,60,10280.1,512.18,0,11756.04,12
1842,38,1,130,3907.77,194.69,1,1398.0,1
3830,24,12,60,3767.65,187.71,0,4429.78,12
3834,42,12,150,2479.54,123.54,0,2919.1,12
3836A,38,12,170,2481.79,123.65,0,2921.76,12
1842,46,1,130,7668.67,382.07,1,3231.66,1
3836A,84,12,170,1557.86,77.62,0,1838.16,12
3836A,90,12,170,1960.26,97.66,0,2310.1,12
76,73,16,120,22.48,1.12,0,26.36,9
76,75,16,120,22.48,1.12,0,26.36,9
3836B,16,12,150,74.18,3.7,0,98.04,12
1842,72,1,130,3426.69,170.72,1,1773.78,1
1842,73,1,130,3507.62,174.76,1,1751.04,1
1842,11,1,130,3850.82,191.86,1,1937.61,1
1842,58,1,130,3593.05,179.01,1,860.06,1
1842,63,1,130,5054.25,251.81,1,2136.11,1
1842,71,1,130,5004.79,249.35,1,2498.08,1
1842,78,1,130,4528.98,225.64,1,2269.75,1
3657,55,12,20,1467.94,73.14,1,1609.7,14
3705,7,27,630,10299.59,513.15,1,11175.37,4
3706,4,27,120,25905.95,1290.69,1,26900.64,14
58,38,16,50,269.76,13.44,0,0.0,9
3708A,008A,27,120,2271.99,113.2,0,1026.47,4
3732,14,12,180,1924.29,95.87,0,2209.54,
3800,4,12,80,10102.51,503.33,0,11553.25,12
58,42,16,50,269.76,13.44,0,0.0,9
3808,5,12,80,1348.8,67.2,0,1592.94,12
58,46,16,50,269.76,13.44,0,0.0,9
58,47,16,50,269.76,13.44,1,0.0,9
58,48,16,50,269.76,13.44,0,0.0,9
58,49,16,50,269.76,13.44,0,0.0,9
58,50,16,50,269.76,13.44,0,0.0,9
1843A,10,1,130,3914.51,195.03,1,1927.08,1
58,52,16,50,67.44,3.36,0,0.0,9
77,12,16,120,67.44,3.36,0,79.08,9
58,57,16,50,269.76,13.44,1,0.0,9
2289,61,20,170,6.74,0.34,0,7.86,8
58,59,16,50,269.76,13.44,1,0.0,9
2290A,6,20,170,1641.04,81.76,0,1924.64,8
2292A,28,20,30,2115.37,105.39,0,2480.92,8
1843A,2,1,130,7087.2,353.1,1,1789.17,1
2293,10,20,30,1755.69,87.47,0,2059.04,8
1843A,14,1,130,3954.97,197.04,1,1993.41,1
1843A,16,1,130,4388.84,218.66,1,2201.65,1
3808,6,12,80,1348.8,67.2,0,1592.94,12
58,62,16,50,0.0,0.0,0,0.0,9
3808,7,12,80,1375.78,68.54,0,1624.62,12
58,64,16,50,562.0,28.0,0,0.0,9
4188,7,8,250,2360.4,117.6,0,2707.78,13
4188A,5,8,250,1926.54,95.98,0,2270.5,13
58,68,16,50,67.44,3.36,0,0.0,9
58,69,16,50,269.76,13.44,1,0.0,9
58,70,16,50,269.76,13.44,1,0.0,9
58,71,16,50,269.76,13.44,1,0.0,9
4190A,20,8,240,2115.37,105.39,0,2491.96,13
58,73,16,50,269.76,13.44,0,0.0,9
58,74,16,50,67.44,3.36,0,0.0,9
4190A,31,8,240,2185.06,108.86,0,2573.7,13
58,76,16,50,269.76,13.44,0,0.0,9
58,77,16,50,269.76,13.44,0,0.0,9
4190A,37,8,240,2178.31,108.53,0,2565.84,13
58,82,16,50,269.76,13.44,0,0.0,9
2294,7,20,30,1735.46,86.46,1,1826.57,8
58,84,16,50,562.0,28.0,1,0.0,9
58,85,16,50,0.0,0.0,1,0.0,9
2294,27,20,30,1641.04,81.76,0,1924.64,8
1843A,50,1,130,5285.05,263.31,1,2632.65,1
2297,9,20,30,1515.15,75.49,1,1596.75,8
2352,071A,16,230,17.98,0.9,0,21.1,9
58,87,16,50,269.76,13.44,1,0.0,9
58,88,16,50,269.76,13.44,1,0.0,9
58,89,16,50,269.76,13.44,0,0.0,9
1843A,54,1,130,3554.83,177.11,1,1711.34,1
58,91,16,50,67.44,3.36,0,0.0,9
3935,26,9,180,1578.1,78.62,0,998.26,14
3935,35,9,180,1578.1,78.62,0,1861.86,14
58,94,16,50,67.44,3.36,0,0.0,9
3935,46,9,180,1578.1,78.62,0,1861.86,14
3936,9,9,180,674.4,33.6,0,802.02,14
90,45,16,150,0.0,0.0,0,0.0,9
91,1,16,150,0.0,0.0,0,0.0,9
3936,93,9,180,112.4,5.6,0,142.9,14
3936,97,9,180,112.4,5.6,0,142.9,14
3936,98,9,180,674.4,33.6,1,730.35,14
92,6,16,150,0.0,0.0,0,0.0,9
92,7,16,150,0.0,0.0,0,0.0,9
2300,25,15,370,67.44,3.36,0,79.08,7
2300,27,15,370,674.4,33.6,1,719.31,7
92,010A,16,150,0.0,0.0,0,0.0,9
92,11,16,150,316.97,15.79,0,0.0,9
2300,33,15,370,674.4,33.6,0,790.98,7
1843A,71,1,130,5747.39,286.35,1,1108.37,1
1843A,72,1,130,5554.81,276.75,1,2184.67,1
1843A,78,1,130,3440.18,171.4,1,848.79,1
1843A,82,1,130,6713.27,334.47,1,3317.22,1
3845,12,12,170,1530.89,76.27,0,1806.48,12
59,10,16,30,316.97,15.79,0,0.0,9
59,11,16,30,316.97,15.79,0,0.0,9
59,12,16,30,67.44,3.36,0,0.0,9
1843A,84,1,130,3446.93,171.73,1,1695.9,1
59,14,16,30,67.44,3.36,0,0.0,9
59,15,16,30,316.97,15.79,0,0.0,9
59,16,16,30,316.97,15.79,0,0.0,9
59,17,16,30,0.0,0.0,0,0.0,9
59,18,16,30,0.0,0.0,0,0.0,9
1843A,85,1,130,3532.35,175.99,1,3578.2,1
3845,50,12,170,2481.79,123.65,0,2921.76,12
3847,87,12,170,2594.19,129.25,0,3053.5,12
59,22,16,30,316.97,15.79,0,0.0,9
2306A,21,15,70,67.44,3.36,0,79.08,7
2318,47,15,380,67.44,3.36,0,79.08,7
59,27,16,30,316.97,15.79,0,0.0,9
59,28,16,30,316.97,15.79,0,0.0,9
59,29,16,30,316.97,15.79,1,0.0,9
59,30,16,30,316.97,15.79,0,0.0,9
59,32,16,30,316.97,15.79,0,0.0,9
1843B,22,1,120,3498.63,174.31,1,1868.56,1
1843A,83,1,130,5009.29,249.57,1,851.32,1
1843A,86,1,130,4825.71,240.43,1,2412.07,1
1843A,91,1,130,5020.53,250.13,1,2505.63,1
1843A,94,1,130,6538.69,325.77,1,3235.21,1
59,35,16,30,316.97,15.79,0,0.0,9
59,36,16,30,316.97,15.79,0,0.0,9
59,37,16,30,316.97,15.79,0,0.0,9
3849,20,12,160,5936.97,295.79,1,3273.65,12
59,39,16,30,0.0,0.0,0,0.0,9
3854,9,12,170,4797.23,239.01,1,3085.31,12
59,41,16,30,0.0,0.0,0,0.0,9
3855,19,12,170,11523.25,574.11,0,6419.05,12
59,44,16,30,316.97,15.79,0,0.0,9
59,46,16,30,316.97,15.79,0,0.0,9
59,47,16,30,316.97,15.79,0,0.0,9
59,49,16,30,316.97,15.79,0,0.0,9
59,50,16,30,316.97,15.79,1,0.0,9
59,51,16,30,316.97,15.79,1,0.0,9
59,52,16,30,316.97,15.79,0,0.0,9
59,54,16,30,316.97,15.79,0,0.0,9
59,55,16,30,0.0,0.0,0,0.0,9
59,56,16,30,316.97,15.79,0,0.0,9
2319,45,15,70,67.44,3.36,0,79.08,7
2320,15,15,70,674.4,33.6,0,790.98,7
2320A,23,15,360,674.4,33.6,1,719.31,7
1843B,23,1,120,4914.13,244.83,1,2454.53,1
1843B,25,1,120,11271.47,561.57,1,5496.02,1
1843B,30,1,120,6589.63,328.31,1,3259.12,1
1843B,31,1,120,4262.95,212.39,1,1616.93,1
3955,11,9,180,112.4,5.6,0,142.9,14
59,62,16,30,316.97,15.79,0,0.0,9
59,63,16,30,316.97,15.79,0,0.0,9
3955,40,9,180,1348.8,67.2,0,1592.94,14
59,65,16,30,67.44,3.36,0,0.0,9
3956,38,9,150,1578.1,78.62,0,1861.86,14
59,67,16,30,67.44,3.36,0,0.0,9
64,52,16,120,899.2,44.8,0,0.0,9
3959,42,9,150,674.4,33.6,1,730.35,14
3962,33,9,150,1578.1,78.62,1,1380.94,14
3965,51,9,190,1578.1,78.62,0,1861.86,14
64,56,16,120,0.0,0.0,0,0.0,9
64,57,16,120,316.97,15.79,1,0.0,9
64,58,16,120,0.0,0.0,0,0.0,9
64,59,16,120,0.0,0.0,0,0.0,9
3969H,58,27,80,2418.85,120.51,1,2404.87,3
3969M,45,27,80,2433.08,121.22,1,2598.91,3
1843B,53,1,120,5617.75,279.89,1,2993.81,1
2322,4,15,380,1034.08,51.52,0,1212.8,7
65,2,16,160,0.0,0.0,0,0.0,9
1843B,70,1,120,8516.17,424.29,1,1885.11,1
1843B,71,1,120,4586.66,228.52,1,2297.4,1
1843B,72,1,120,4475.77,222.99,1,1486.68,1
1843B,76,1,120,4128.07,205.67,1,1510.28,1
1843B,77,1,120,5309.03,264.51,1,2644.13,1
1843B,78,1,120,5416.17,269.84,1,2695.61,1
60,1,16,30,316.97,15.79,0,0.0,9
60,3,16,30,316.97,15.79,1,0.0,9
3970B,10,9,230,3046.04,151.76,1,3060.45,14
60,5,16,30,316.97,15.79,0,0.0,9
3970E,69,9,230,2879.69,143.47,1,3082.95,14
60,7,16,30,0.0,0.0,0,0.0,9
60,37,16,30,899.2,44.8,0,0.0,9
1843B,91,1,120,3572.81,178.0,1,978.49,1
60,39,16,30,67.44,3.36,0,0.0,9
60,40,16,30,316.97,15.79,1,0.0,9
4001,40,9,70,112.4,5.6,0,142.9,12
60,42,16,30,316.97,15.79,1,0.0,9
60,43,16,30,316.97,15.79,0,0.0,9
4010E,41,9,140,674.4,33.6,0,802.02,12
4010H,8,9,140,674.4,33.6,0,802.02,12
60,46,16,30,316.97,15.79,0,0.0,9
1843B,109,1,120,3588.55,178.79,1,1945.08,1
4041A,46,9,50,674.4,33.6,0,802.02,12
60,49,16,30,67.44,3.36,0,0.0,9
60,52,16,30,316.97,15.79,0,0.0,9
60,53,16,30,316.97,15.79,1,0.0,9
60,54,16,30,316.97,15.79,0,0.0,9
60,56,16,30,316.97,15.79,1,0.0,9
1843B,87,1,120,3799.86,189.32,1,8.49,1
1843B,100,1,120,3813.35,189.99,1,1925.45,1
1843B,113,1,120,4427.82,220.6,1,1666.3,1
60,57,16,30,2248.0,112.0,1,0.0,9
60,58,16,30,2248.0,112.0,0,0.0,9
60,59,16,30,316.97,15.79,1,0.0,9
60,60,16,30,0.0,0.0,0,0.0,9
3937,42,9,180,674.4,33.6,0,802.02,14
3951,1,9,180,1578.1,78.62,0,1861.86,14
60,63,16,30,0.0,0.0,0,0.0,9
60,64,16,30,0.0,0.0,0,0.0,9
60,65,16,30,0.0,0.0,0,0.0,9
60,66,16,30,316.97,15.79,0,0.0,9
60,67,16,30,0.0,0.0,0,0.0,9
1843B,119,1,120,5130.68,255.62,1,1964.0,1
61,4,16,20,67.44,3.36,0,0.0,9
61,5,16,20,316.97,15.79,1,0.0,9
61,6,16,20,0.0,0.0,0,0.0,9
61,7,16,20,316.97,15.79,1,0.0,9
61,8,16,20,316.97,15.79,0,0.0,9
61,10,16,20,0.0,0.0,0,0.0,9
61,11,16,20,316.97,15.79,0,0.0,9
61,12,16,20,316.97,15.79,1,0.0,9
61,13,16,20,0.0,0.0,0,0.0,9
61,14,16,20,67.44,3.36,0,0.0,9
61,15,16,20,67.44,3.36,0,0.0,9
61,16,16,20,67.44,3.36,0,0.0,9
1843B,116,1,120,4871.42,242.7,1,2433.22,1
61,1,16,20,67440.0,3360.0,0,0.0,9
61,18,16,20,0.0,0.0,0,0.0,9
3954,5,9,180,1465.7,73.02,0,1730.0,14
3954,28,9,180,674.4,33.6,0,802.02,14
3955,8,9,180,674.4,33.6,1,730.35,14
3955,9,9,180,674.4,33.6,0,802.02,14
5053F,58,27,610,3313.55,165.09,1,2727.48,4
61,24,16,20,0.0,0.0,0,0.0,9
5053H,013A,27,120,6110.06,304.42,1,5623.15,4
61,26,16,20,0.0,0.0,0,0.0,9
61,27,16,20,0.0,0.0,0,0.0,9
61,28,16,20,67.44,3.36,0,0.0,9
1843B,137,1,120,3732.42,185.96,1,2045.88,1
61,31,16,20,316.97,15.79,1,0.0,9
61,32,16,20,67.44,3.36,0,0.0,9
118,4,20,220,337.2,16.8,0,395.46,9
61,35,16,20,0.0,0.0,0,0.0,9
61,36,16,20,316.97,15.79,1,0.0,9
61,37,16,20,316.97,15.79,1,0.0,9
61,38,16,20,0.0,0.0,0,0.0,9
61,40,16,20,0.0,0.0,0,0.0,9
61,41,16,20,316.97,15.79,1,0.0,9
61,43,16,20,0.0,0.0,0,0.0,9
2406,30,15,60,67.44,3.36,0,79.08,7
1843B,121,1,120,3976.71,198.13,1,2003.41,1
1843B,132,1,120,4663.09,232.32,1,2333.27,1
2406,59,15,60,67.44,3.36,0,79.08,7
61,47,16,20,0.0,0.0,0,0.0,9
61,48,16,20,0.0,0.0,0,0.0,9
61,49,16,20,0.0,0.0,0,0.0,9
61,50,16,20,0.0,0.0,0,0.0,9
4048A,038B,9,200,2061.42,102.7,0,2428.72,14
61,52,16,20,0.0,0.0,0,0.0,9
61,53,16,20,92.17,4.59,0,0.0,9
61,54,16,20,92.17,4.59,0,0.0,9
61,55,16,20,22.48,1.12,0,0.0,9
61,56,16,20,92.17,4.59,0,0.0,9
61,57,16,20,92.17,4.59,0,0.0,9
61,58,16,20,908.19,45.25,0,0.0,9
62,1,16,110,0.0,0.0,0,0.0,9
62,2,16,110,0.0,0.0,0,0.0,9
62,3,16,110,0.0,0.0,0,0.0,9
62,4,16,110,0.0,0.0,0,0.0,9
62,5,16,110,0.0,0.0,0,0.0,9
62,6,16,110,0.0,0.0,0,0.0,9
4137,115,9,170,337.2,16.8,0,406.5,14
62,8,16,110,67.44,3.36,0,0.0,9
1843B,146,1,120,5481.37,273.09,1,2560.1,1
62,11,16,110,0.0,0.0,0,0.0,9
62,12,16,110,0.0,0.0,0,0.0,9
1843B,160,1,120,3759.4,187.3,1,9.51,1
4017,8,9,70,22.48,1.12,0,37.4,12
62,14,16,110,0.0,0.0,0,0.0,9
4017,9,9,70,22.48,1.12,0,37.4,12
62,16,16,110,67.44,3.36,0,0.0,9
71,41,16,50,269.76,13.44,1,0.0,9
4017,10,9,70,22.48,1.12,0,37.4,12
2814,27,15,290,2425.59,120.85,1,317.52,7
4018,3,9,70,22.48,1.12,0,37.4,12
71,45,16,50,269.76,13.44,1,0.0,9
71,46,16,50,67.44,3.36,0,0.0,9
71,47,16,50,269.76,13.44,0,0.0,9
71,48,16,50,269.76,13.44,1,0.0,9
71,49,16,50,67.44,3.36,0,0.0,9
71,50,16,50,269.76,13.44,0,0.0,9
71,53,16,50,269.76,13.44,0,0.0,9
71,54,16,50,269.76,13.44,1,0.0,9
71,55,16,50,269.76,13.44,0,0.0,9
71,56,16,50,269.76,13.44,0,0.0,9
1843B,166,1,120,3559.33,177.33,0,0.0,1
71,58,16,50,67.44,3.36,0,0.0,9
71,59,16,50,269.76,13.44,1,0.0,9
71,60,16,50,269.76,13.44,0,0.0,9
71,61,16,50,269.76,13.44,0,0.0,9
2359,18,16,250,584.48,29.12,0,685.48,9
1843B,171,1,120,6042.62,301.06,1,3010.8,1
2814,5,15,290,4185.78,208.54,1,4481.69,7
4018,15,9,70,22.48,1.12,0,37.4,12
62,25,16,110,0.0,0.0,0,0.0,9
5341,1,27,70,3425.95,170.69,1,863.3,3
62,27,16,110,0.0,0.0,0,0.0,9
62,28,16,110,0.0,0.0,0,0.0,9
62,29,16,110,67.44,3.36,0,0.0,9
5347,13,27,70,3167.43,157.81,1,3454.6,3
62,31,16,110,316.97,15.79,0,0.0,9
62,32,16,110,0.0,0.0,0,0.0,9
62,33,16,110,0.0,0.0,0,0.0,9
62,34,16,110,0.0,0.0,0,0.0,9
5354,10,27,240,3605.79,179.65,1,3911.99,3
62,44,16,110,0.0,0.0,0,0.0,9
62,45,16,110,0.0,0.0,0,0.0,9
62,46,16,110,0.0,0.0,0,0.0,9
62,47,16,110,0.0,0.0,0,0.0,9
62,48,16,110,0.0,0.0,0,0.0,9
62,49,16,110,0.0,0.0,0,0.0,9
2361,10,16,250,1674.02,83.4,0,16.49,9
63,3,16,120,0.0,0.0,0,0.0,9
2362,13,16,70,538.01,26.8,0,630.99,9
63,5,16,120,67.44,3.36,0,0.0,9
63,6,16,120,67.44,3.36,0,0.0,9
1843C,4,1,130,4024.66,200.52,1,1031.6,1
1843C,30,1,130,4212.75,209.89,1,2117.11,1
1843C,31,1,130,3842.57,191.44,1,967.4,1
1843C,69,1,130,4869.17,242.59,1,861.35,1
63,9,16,120,0.0,0.0,0,0.0,9
63,10,16,120,0.0,0.0,0,0.0,9
63,11,16,120,67.44,3.36,0,0.0,9
4095,36,9,30,42.71,2.13,0,61.1,14
4098,12,9,160,1126.25,56.11,0,1331.94,14
4108,36,9,160,674.4,33.6,0,802.02,14
4114A,47,9,160,674.4,33.6,0,802.02,14
4114A,64,9,160,674.4,33.6,1,730.35,14
63,17,16,120,0.0,0.0,0,0.0,9
63,18,16,120,0.0,0.0,0,0.0,9
63,19,16,120,0.0,0.0,0,0.0,9
63,20,16,120,0.0,0.0,0,0.0,9
63,21,16,120,0.0,0.0,0,0.0,9
63,22,16,120,0.0,0.0,0,0.0,9
148,8,20,160,502.05,25.01,0,588.51,9
63,24,16,120,0.0,0.0,0,0.0,9
1843C,36,1,130,3783.38,188.5,1,1021.81,1
63,27,16,120,0.0,0.0,0,0.0,9
147,46,20,160,532.03,26.51,0,69.84,9
63,32,16,120,0.0,0.0,0,0.0,9
1843C,33,1,130,3768.39,187.75,1,1895.52,1
148,6,20,160,487.07,24.27,0,571.22,9
1843C,46,1,130,5461.9,272.12,1,1807.07,1
1843C,50,1,130,5679.19,282.95,1,2814.55,1
2362,47,16,70,1954.25,97.36,1,680.87,9
63,34,16,120,0.0,0.0,0,0.0,9
1844,14,1,130,3770.64,187.86,1,753.63,1
149,68,19,30,562.0,28.0,1,608.62,9
63,37,16,120,0.0,0.0,0,0.0,9
4114C,43,9,140,674.4,33.6,0,802.02,14
63,39,16,120,0.0,0.0,0,0.0,9
4114G,25,9,160,674.4,33.6,0,802.02,14
4114H,31,9,160,1126.25,56.11,0,668.94,14
4120,36,9,160,674.4,33.6,1,361.17,14
4120,59,9,160,674.4,33.6,0,802.02,14
63,57,16,120,316.97,15.79,1,0.0,9
63,58,16,120,0.0,0.0,0,0.0,9
95,7,16,80,269.76,13.44,0,0.0,9
95,9,16,80,269.76,13.44,0,0.0,9
150,51,19,40,412.13,20.53,0,449.56,9
95,12,16,80,269.76,13.44,0,0.0,9
1844,8,1,130,6101.81,304.0,1,3083.81,1
1844,11,1,130,3842.57,191.44,1,1036.19,1
2364A,37,16,250,1561.62,77.8,1,1669.14,9
2365,13,16,250,1617.82,80.6,1,1727.55,9
1844,15,1,130,6298.9,313.82,1,1753.44,1
2380,15,16,240,67.44,3.36,0,79.08,9
2380,23,16,240,67.44,3.36,0,79.08,9
2380,25,16,240,67.44,3.36,0,79.08,9
2377C,32,16,70,382.16,19.04,1,418.82,9
4052,5,9,140,472.08,23.52,1,261.43,12
4061,32,9,50,22.48,1.12,0,37.4,12
4062,28,9,50,269.76,13.44,0,327.42,14
4062,29,9,50,269.76,13.44,0,327.42,14
4066,7,9,50,22.48,1.12,0,37.4,12
4066,12,9,50,22.48,1.12,0,37.4,12
4070A,57,9,40,674.4,33.6,0,802.02,14
64,3,16,120,0.0,0.0,0,0.0,9
4059A,17,9,200,1987.23,99.01,1,35.95,14
64,6,16,120,0.0,0.0,0,0.0,9
64,7,16,120,0.0,0.0,0,0.0,9
64,9,16,120,0.0,0.0,0,0.0,9
64,12,16,120,0.0,0.0,0,0.0,9
64,14,16,120,0.0,0.0,0,0.0,9
64,15,16,120,0.0,0.0,0,0.0,9
64,16,16,120,0.0,0.0,0,0.0,9
150,54,19,40,67.44,3.36,0,79.08,9
151,6,19,40,67.44,3.36,0,79.08,9
64,19,16,120,316.97,15.79,0,0.0,9
2377C,27,16,70,67.44,3.36,0,79.08,9
2021,27,24,110,4008.93,199.73,1,81.07,11
2021,28,24,110,4970.33,247.63,1,1048.63,11
2021,30,24,110,3834.35,191.04,1,964.88,11
2021,52,24,110,8151.25,406.11,1,2025.12,11
1844,48,1,130,3532.35,175.99,1,858.76,1
64,21,16,120,67.44,3.36,0,0.0,9
64,22,16,120,316.97,15.79,0,0.0,9
4070A,72,9,40,674.4,33.6,0,802.02,14
64,24,16,120,316.97,15.79,0,0.0,9
4070A,93,9,40,674.4,33.6,0,802.02,14
4070A,103,9,40,674.4,33.6,0,802.02,14
154,7,18,30,674.4,33.6,0,735.66,9
4070A,104,9,40,674.4,33.6,0,802.02,14
2377C,65,16,70,67.44,3.36,0,79.08,9
2443B,15,16,200,24.73,1.23,0,28.96,9
2443B,17,16,200,1254.38,62.5,0,1471.2,9
1844,57,1,130,3732.42,185.96,1,1254.68,1
64,44,16,120,0.0,0.0,0,0.0,9
64,45,16,120,0.0,0.0,0,0.0,9
64,48,16,120,899.2,44.8,0,0.0,9
64,49,16,120,0.0,0.0,0,0.0,9
64,50,16,120,0.0,0.0,0,0.0,9
64,51,16,120,899.2,44.8,0,0.0,9
73,49,16,40,316.97,15.79,0,0.0,9
1844,33,1,130,4184.27,208.47,0,0.0,1
1844,37,1,130,3667.23,182.71,1,1855.32,1
1844,38,1,130,5902.51,294.08,1,2929.17,1
1844,39,1,130,5285.79,263.35,1,2619.47,1
1844,44,1,130,3842.57,191.44,1,859.4,1
1844,49,1,130,4765.02,237.4,1,2382.94,1
154,33,18,30,382.16,19.04,1,418.82,9
4071,6,9,40,112.4,5.6,0,142.9,14
65,6,16,160,67.44,3.36,0,0.0,9
4071,25,9,40,112.4,5.6,0,142.9,14
4072,37,9,40,674.4,33.6,0,802.02,14
4429B,3,27,230,6230.71,310.43,0,3666.1,5
65,10,16,160,0.0,0.0,0,0.0,9
65,11,16,160,67.44,3.36,0,0.0,9
65,12,16,160,67.44,3.36,0,0.0,9
65,13,16,160,67.44,3.36,0,0.0,9
65,14,16,160,67.44,3.36,0,0.0,9
65,15,16,160,67.44,3.36,0,0.0,9
4429F,16,27,230,2410.6,120.1,1,1515.44,5
65,17,16,160,67.44,3.36,0,0.0,9
65,18,16,160,67.44,3.36,0,0.0,9
65,19,16,160,0.0,0.0,0,0.0,9
65,21,16,160,67.44,3.36,0,0.0,9
65,22,16,160,67.44,3.36,0,0.0,9
154,35,18,30,674.4,33.6,0,790.98,9
65,28,16,160,316.97,15.79,0,0.0,9
65,29,16,160,0.0,0.0,1,0.0,9
2377D,43,16,70,67.44,3.36,0,79.08,9
1844,60,1,130,3514.37,175.09,1,872.59,1
1844,63,1,130,3578.07,178.27,1,214.79,1
1844,70,1,130,4600.15,229.19,1,2303.89,1
4139A,22,9,170,112.4,5.6,1,130.55,14
4139A,24,9,170,562.0,28.0,1,608.62,14
4142,3,8,10,4806.22,239.46,1,94.89,3
4149H,7,8,240,2002.97,99.79,1,2156.86,13
4153,18,27,10,3527.11,175.73,0,4040.78,13
4156A,8,8,20,22.48,1.12,0,37.4,12
65,36,16,160,1443.22,71.9,0,0.0,9
65,37,16,160,0.0,0.0,0,0.0,9
65,38,16,160,67.44,3.36,0,0.0,9
65,39,16,160,67.44,3.36,0,0.0,9
65,40,16,160,0.0,0.0,0,0.0,9
65,42,16,160,0.0,0.0,0,0.0,9
65,43,16,160,0.0,0.0,0,0.0,9
170,26,18,30,382.16,19.04,0,448.18,9
1845,36,2,60,3407.97,169.79,0,3577.78,1
1845,8,2,60,3901.79,194.4,0,4177.88,1
166,41,19,40,1877.08,93.52,1,746.72,9
