Block,Lot,Ward,Sect,CityTax,StateTax,ResCode,AmountDue,CouncilDistrict
1915,49,24,10,5850.04,291.46,1,2245.75,11
2439,29,15,30,22.48,1.12,0,26.36,7
4604A,27,27,200,412.13,20.53,1,437.37,6
4604A,42,27,200,337.2,16.8,1,369.59,6
4605A,14,27,200,67.44,3.36,0,90.12,6
4605A,050A,27,200,67.44,3.36,0,90.12,6
4606,29,27,200,337.2,16.8,0,406.5,6
4607,74,27,200,67.44,3.36,0,90.12,6
4616,27,27,190,337.2,16.8,1,369.59,6
2440,7,16,190,33.72,1.68,0,39.54,9
2440,12,16,190,33.72,1.68,0,39.54,9
2441,6,16,190,112.4,5.6,0,131.86,9
2442,6,16,200,1512.9,75.38,1,1607.73,9
2442,023A,16,200,395.65,19.71,0,464.02,9
2028,39,24,90,4025.43,200.56,1,2015.94,11
79,004B,16,150,449.6,22.4,0,0.0,
1919,83,24,130,7703.15,383.79,1,3761.71,11
1919,85,24,130,7554.79,376.4,1,1341.36,11
1922,33,24,130,25074.19,1249.25,0,13172.66,
1922,280,24,130,10601.57,528.19,1,5569.51,
1936,48,24,70,4481.77,223.29,1,1503.01,11
1936,49,24,70,4122.83,205.41,1,786.29,11
1936,51,24,70,6070.34,302.44,1,1413.55,11
2028,18,24,90,6561.17,326.89,1,1255.16,11
2028,23,24,90,9075.18,452.14,1,4331.06,11
2028,26,24,90,5501.6,274.1,1,2715.38,11
2028,30,24,90,4331.15,215.79,0,4593.24,11
2028,34,24,90,3673.23,183.01,1,1844.29,11
4616,098Q,27,190,67.44,3.36,0,90.12,6
77,7,16,120,0.0,0.0,0,0.0,9
4616,098R,27,190,337.2,16.8,0,406.5,6
77,9,16,120,0.0,0.0,0,0.0,9
77,10,16,120,0.0,0.0,0,0.0,9
77,11,16,120,0.0,0.0,0,0.0,9
4620,41,27,200,502.05,25.01,1,540.18,6
4621,19,27,200,67.44,3.36,0,90.12,6
2752,66,15,250,69.69,3.47,0,81.68,6
2752A,32,15,20,17.98,0.9,0,21.1,6
77,19,16,120,316.97,15.79,0,0.0,9
77,20,16,120,67.44,3.36,0,0.0,9
77,21,16,120,0.0,0.0,0,0.0,9
77,22,16,120,0.0,0.0,0,0.0,9
77,23,16,120,0.0,0.0,0,0.0,9
77,24,16,120,0.0,0.0,0,0.0,9
77,25,16,120,0.0,0.0,0,0.0,9
77,26,16,120,0.0,0.0,0,0.0,9
77,27,16,120,316.97,15.79,0,0.0,9
2752A,33,15,20,38.22,1.9,0,44.8,6
84,90,16,40,316.97,15.79,1,0.0,9
1922,617,24,130,13147.81,655.05,1,6458.4,
1923,48,24,50,5485.86,273.32,1,1497.55,11
1924C,11,24,130,4447.29,221.57,1,1308.51,11
1924C,13,24,130,4693.82,233.86,1,2326.14,11
1924C,14,24,130,4281.7,213.32,1,1632.47,11
4622,25,27,180,67.44,3.36,0,90.12,6
4622,36,27,180,337.2,16.8,1,369.59,6
77,56,16,120,0.0,0.0,0,0.0,9
4622,45,27,180,67.44,3.36,0,90.12,6
294,57,15,130,1011.6,50.4,0,1103.46,7
77,59,16,120,0.0,0.0,0,0.0,9
77,060A,16,120,1380.27,68.77,0,0.0,9
77,61,16,120,0.0,0.0,0,0.0,9
77,62,16,120,0.0,0.0,0,0.0,9
77,63,16,120,0.0,0.0,0,0.0,9
2444,7,16,200,1510.66,75.26,0,1771.68,9
1452,011A,8,200,6989.03,348.21,0,0.0,12
77,065A,16,120,0.0,0.0,0,0.0,9
77,66,16,120,0.0,0.0,0,0.0,9
77,67,16,120,0.0,0.0,0,0.0,9
77,68,16,120,0.0,0.0,0,0.0,9
77,69,16,120,0.0,0.0,0,0.0,9
77,70,16,120,0.0,0.0,0,0.0,9
77,72,16,120,0.0,0.0,0,0.0,9
77,73,16,120,0.0,0.0,0,0.0,9
77,74,16,120,0.0,0.0,0,0.0,9
77,75,16,120,0.0,0.0,0,0.0,9
77,76,16,120,0.0,0.0,0,0.0,9
77,77,16,120,0.0,0.0,0,0.0,9
1922,653,24,130,13862.67,690.67,1,5773.65,
1922,655,24,130,17132.75,853.59,1,7392.33,
1922,728,24,130,33029.12,1645.58,1,8333.21,
77,78,16,120,0.0,0.0,0,0.0,9
77,80,16,120,22.48,1.12,0,0.0,9
77,81,16,120,0.0,0.0,0,0.0,9
78,1,16,150,316.97,15.79,0,0.0,9
78,3,16,150,316.97,15.79,1,0.0,9
78,4,16,150,316.97,15.79,0,0.0,9
78,5,16,150,316.97,15.79,0,0.0,9
4622,49,27,180,67.44,3.36,0,90.12,6
78,7,16,150,316.97,15.79,0,0.0,9
118,66,20,220,337.2,16.8,1,0.0,9
118,67,20,220,337.2,16.8,0,0.0,9
118,68,20,220,337.2,16.8,0,0.0,9
4626A,4,27,180,337.2,16.8,0,406.5,6
118,70,20,220,0.0,0.0,0,0.0,9
118,71,20,220,112.4,5.6,0,0.0,9
4629,22,27,180,1397.51,69.63,0,1607.78,6
4652E,22,27,170,8415.01,419.25,1,8671.91,5
4744,66,27,190,2124.36,105.84,1,2261.77,6
4744,70,27,190,1810.38,90.2,0,2134.28,6
118,77,20,220,22.48,1.12,0,0.0,9
2444,32,16,200,1483.68,73.92,0,1740.06,9
302,62,14,50,2023.2,100.8,0,2289.88,7
118,80,20,220,337.2,16.8,1,0.0,9
118,81,20,220,112.4,5.6,0,0.0,9
1930,96,24,70,5705.42,284.26,1,1041.55,11
1930,101,24,70,5886.77,293.29,1,2884.76,11
78,19,16,150,0.0,0.0,0,0.0,9
4744,97,27,190,2266.73,112.93,1,2242.59,6
4812,66,27,180,112.4,5.6,0,142.9,6
78,22,16,150,0.0,0.0,0,0.0,9
78,23,16,150,0.0,0.0,0,0.0,9
78,24,16,150,0.0,0.0,0,0.0,9
5137F,67,27,570,2403.85,119.76,1,2555.48,4
5137J,38,27,570,3207.9,159.82,1,1518.52,4
78,27,16,150,0.0,0.0,0,0.0,9
78,31,16,150,0.0,0.0,0,0.0,9
78,32,16,150,0.0,0.0,0,0.0,9
2447,74,16,200,1261.13,62.83,0,1479.06,9
78,34,16,150,316.97,15.79,1,0.0,9
78,35,16,150,316.97,15.79,1,0.0,9
2448,17,16,200,1400.5,69.78,0,1642.54,9
78,37,16,150,67.44,3.36,0,0.0,9
2449,4,16,220,22.48,1.12,0,26.36,9
78,39,16,150,67.44,3.36,0,0.0,9
78,41,16,150,316.97,15.79,0,0.0,9
78,43,16,150,316.97,15.79,1,0.0,9
78,44,16,150,316.97,15.79,0,0.0,9
1931,52,24,70,6232.2,310.5,1,3062.96,11
1931,53,24,70,6213.47,309.57,1,3053.94,11
1931,54,24,70,7604.98,378.9,1,3708.27,11
2002B,9,24,120,9769.81,486.75,1,4325.49,11
2002B,13,24,120,9494.81,473.05,1,4654.67,11
78,45,16,150,316.97,15.79,1,0.0,9
5099,15,27,640,4241.23,211.31,1,3588.9,4
1935,54,24,70,6011.15,299.49,1,3175.74,11
82,76,16,50,269.76,13.44,1,0.0,9
82,77,16,50,269.76,13.44,1,0.0,9
82,78,16,50,269.76,13.44,0,0.0,9
82,79,16,50,67.44,3.36,0,0.0,9
5099,015A,27,640,440.61,21.95,0,514.49,4
83,2,16,50,269.76,13.44,0,0.0,9
83,3,16,50,269.76,13.44,0,0.0,9
83,4,16,50,67.44,3.36,0,0.0,9
83,5,16,50,269.76,13.44,0,0.0,9
83,6,16,50,269.76,13.44,0,0.0,9
83,7,16,50,269.76,13.44,0,0.0,9
83,8,16,50,67.44,3.36,0,0.0,9
83,9,16,50,269.76,13.44,0,0.0,9
83,10,16,50,269.76,13.44,0,0.0,9
83,11,16,50,269.76,13.44,0,0.0,9
83,12,16,50,269.76,13.44,0,0.0,9
1935,59,24,70,4971.83,247.71,1,2300.34,11
83,14,16,50,269.76,13.44,0,0.0,9
83,15,16,50,269.76,13.44,0,0.0,9
83,16,16,50,269.76,13.44,0,0.0,9
1935,63,24,70,8527.41,424.85,1,1428.86,11
83,18,16,50,269.76,13.44,1,0.0,9
348,36,14,120,562.0,28.0,0,659.12,11
5140B,40,27,510,2591.94,129.14,1,2782.64,4
78,47,16,150,316.97,15.79,0,0.0,9
78,48,16,150,44.96,2.24,0,0.0,9
78,49,16,150,202.32,10.08,0,0.0,9
5140D,19,27,510,2425.59,120.85,1,2609.0,4
78,51,16,150,1168.96,58.24,0,0.0,
1944,39,24,80,4473.52,222.88,1,2486.04,11
78,53,16,150,1168.96,58.24,1,0.0,
78,54,16,150,1168.96,58.24,1,0.0,
78,55,16,150,1168.96,58.24,1,0.0,
78,56,16,150,1168.96,58.24,0,0.0,
78,57,16,150,1168.96,58.24,0,0.0,
78,58,16,150,1168.96,58.24,1,0.0,
78,59,16,150,1168.96,58.24,1,0.0,
78,60,16,150,1168.96,58.24,0,0.0,
78,61,16,150,1168.96,58.24,0,0.0,
78,62,16,150,1168.96,58.24,1,0.0,
78,63,16,150,1168.96,58.24,0,0.0,
78,64,16,150,1168.96,58.24,0,0.0,
2451,45,16,190,337.2,16.8,0,395.46,9
78,68,16,150,1168.96,58.24,1,0.0,
78,69,16,150,1168.96,58.24,0,0.0,
78,70,16,150,1168.96,58.24,1,0.0,
78,50,16,150,562.0,28.0,0,587.19,
1944,19,24,80,5693.44,283.66,1,2806.47,11
79,4,16,150,1168.96,58.24,0,0.0,
79,004A,16,150,1168.96,58.24,0,0.0,
1944,44,24,80,4372.36,217.84,1,1267.84,11
1944,45,24,80,5270.82,262.6,1,2605.37,11
79,5,16,150,899.2,44.8,0,0.0,9
79,6,16,150,899.2,44.8,0,0.0,9
375,62,14,110,3365.26,167.66,0,3855.84,11
79,8,16,150,0.0,0.0,0,0.0,9
79,9,16,150,316.97,15.79,0,0.0,9
5140D,35,27,510,2621.17,130.59,1,1449.22,4
79,010A,16,150,67.44,3.36,1,0.0,
376,33,14,120,562.0,28.0,0,613.04,11
377,9,14,120,1578.1,78.62,0,578.04,11
79,010D,16,150,67.44,3.36,0,0.0,
79,010E,16,150,67.44,3.36,0,0.0,
79,11,16,150,316.97,15.79,0,0.0,9
5140D,40,27,510,2753.8,137.2,1,2577.05,4
377,25,14,120,1578.1,78.62,0,1721.42,11
2011,33,24,90,4273.45,212.91,1,4257.5,11
79,18,16,150,316.97,15.79,0,0.0,9
79,19,16,150,316.97,15.79,0,0.0,9
79,20,16,150,0.0,0.0,0,0.0,9
79,21,16,150,316.97,15.79,1,0.0,9
2451,64,16,190,112.4,5.6,0,131.86,9
79,24,16,150,0.0,0.0,0,0.0,9
79,25,16,150,0.0,0.0,0,0.0,9
1945,48,24,80,4367.86,217.62,1,1748.4,11
1945,52,24,80,6358.09,316.77,1,2804.33,11
2011,24,24,90,2956.12,147.28,1,1496.44,11
2024,35,24,110,8563.37,426.64,1,3960.16,11
79,27,16,150,67.44,3.36,0,0.0,9
79,28,16,150,0.0,0.0,0,0.0,9
79,29,16,150,0.0,0.0,0,0.0,9
5140D,61,27,510,2625.66,130.82,1,1089.89,4
387,13,12,70,5040.02,251.1,1,200.0,12
79,32,16,150,0.0,0.0,0,0.0,9
79,33,16,150,0.0,0.0,0,0.0,9
79,34,16,150,0.0,0.0,0,0.0,9
5142,46,27,510,1650.03,82.21,1,681.77,4
80,2,16,150,67.44,3.36,0,0.0,9
5142,57,27,510,1802.15,89.79,1,943.14,4
80,4,16,150,22.48,1.12,0,0.0,9
80,5,16,150,2248.0,112.0,0,0.0,9
5148A,32,27,530,2409.86,120.06,1,592.84,4
80,7,16,150,0.0,0.0,0,0.0,9
5148B,21,27,530,4046.4,201.6,1,1743.3,4
80,10,16,150,0.0,0.0,0,0.0,9
5151,9,27,530,2815.24,140.26,1,1062.48,4
2452,42,16,190,674.4,33.6,1,719.31,9
2452,45,16,190,674.4,33.6,1,19.31,9
2003A,8,24,120,10392.5,517.78,1,10105.92,11
2003A,10,24,120,3784.13,188.53,1,3790.92,11
2002B,16,24,120,9494.81,473.05,1,4654.67,11
2002B,17,24,120,9494.81,473.05,1,4654.67,11
2002B,18,24,120,9494.81,473.05,1,4654.67,11
2003A,1,24,120,13568.19,676.0,0,7128.01,11
330,2,14,130,6292.15,313.49,0,7390.5,11
5152,34,27,530,2767.29,137.87,0,3172.67,4
5158A,015A,27,500,1402.75,69.89,0,1656.24,4
80,17,16,150,0.0,0.0,0,0.0,9
80,19,16,150,0.0,0.0,0,0.0,9
80,20,16,150,0.0,0.0,0,0.0,9
80,21,16,150,0.0,0.0,0,0.0,9
80,22,16,150,316.97,15.79,1,0.0,9
80,23,16,150,0.0,0.0,0,0.0,9
80,25,16,150,0.0,0.0,0,0.0,9
80,26,16,150,0.0,0.0,0,0.0,9
80,28,16,150,0.0,0.0,0,0.0,9
81,1,16,50,0.0,0.0,0,0.0,9
81,2,16,50,0.0,0.0,0,0.0,9
82,1,16,50,67.44,3.36,0,0.0,9
992,47,23,60,5225.09,260.32,1,1100.63,11
2015B,29,24,90,4104.85,204.51,1,2263.18,11
82,5,16,50,0.0,0.0,0,0.0,9
82,7,16,50,0.0,0.0,0,0.0,9
82,8,16,50,0.0,0.0,0,0.0,9
82,9,16,50,0.0,0.0,0,0.0,9
82,10,16,50,67.44,3.36,0,0.0,9
198,005C,19,140,2281.72,113.68,1,0.0,
3671,46,13,140,4864.67,242.37,0,685.76,14
3983,29,9,210,2760.54,137.54,0,0.0,14
2454C,30,16,190,674.4,33.6,0,777.15,9
5165,42,27,490,2227.77,110.99,1,2383.06,4
2005,58,24,110,5570.54,277.54,1,2446.0,11
82,14,16,50,67.44,3.36,0,0.0,9
82,15,16,50,269.76,13.44,0,0.0,9
2454C,35,16,190,13.49,0.67,0,15.84,9
82,19,16,50,0.0,0.0,0,0.0,9
82,20,16,50,0.0,0.0,0,0.0,9
82,21,16,50,0.0,0.0,0,0.0,9
82,22,16,50,0.0,0.0,0,0.0,9
82,27,16,50,0.0,0.0,0,0.0,9
82,28,16,50,0.0,0.0,0,0.0,9
82,29,16,50,0.0,0.0,0,0.0,9
82,30,16,50,0.0,0.0,0,0.0,9
83,33,16,50,269.76,13.44,0,0.0,9
83,34,16,50,67.44,3.36,0,0.0,9
83,36,16,50,269.76,13.44,0,0.0,9
83,37,16,50,269.76,13.44,1,0.0,9
83,39,16,50,67.44,3.36,0,0.0,9
83,40,16,50,269.76,13.44,0,0.0,9
83,41,16,50,269.76,13.44,1,0.0,9
83,42,16,50,269.76,13.44,1,0.0,9
2004,60,24,120,7440.14,370.68,1,3636.8,11
2004,61,24,120,5159.16,257.04,1,1339.56,11
83,35,16,50,67.44,3.36,0,70.8,9
2013,24,24,90,5511.35,274.59,1,1081.73,11
2470,31,16,210,1617.82,80.6,1,210.38,9
82,54,16,50,269.76,13.44,1,0.0,9
336,34,14,100,22.48,1.12,0,37.4,11
82,57,16,50,0.0,0.0,0,0.0,9
82,58,16,50,67.44,3.36,0,0.0,9
82,59,16,50,269.76,13.44,0,0.0,9
5165,61,27,490,269.76,13.44,0,327.42,4
5165,65,27,490,2113.12,105.28,0,2489.3,4
5417,17,27,50,2038.19,101.55,1,1043.84,3
5482B,34,27,350,3097.74,154.34,1,544.66,3
1473,12,8,210,269.76,13.44,1,101.26,13
82,66,16,50,269.76,13.44,1,0.0,9
82,67,16,50,0.0,0.0,0,0.0,9
82,68,16,50,269.76,13.44,1,0.0,9
82,69,16,50,269.76,13.44,1,0.0,9
2014A,1,24,90,81825.69,4076.72,0,43825.5,11
336,35,14,100,22.48,1.12,0,26.36,11
2454C,39,16,190,112.4,5.6,0,131.86,9
2470,33,16,210,405.38,20.2,0,475.44,9
2013,25,24,90,5621.51,280.08,1,2772.56,11
2013,28,24,90,7679.17,382.59,1,3728.31,11
2013,31,24,90,8077.81,402.45,1,3157.62,11
2015B,1,24,90,4690.07,233.67,1,1584.87,11
2015B,2,24,90,4727.54,235.54,1,2344.37,11
83,20,16,50,269.76,13.44,1,0.0,9
83,21,16,50,269.76,13.44,0,0.0,9
83,22,16,50,269.76,13.44,0,0.0,9
83,23,16,50,269.76,13.44,0,0.0,9
5137K,119,27,570,2476.55,123.39,1,2641.46,4
5138A,36,27,560,2642.14,131.64,1,2730.79,4
2015B,8,24,90,13978.81,696.45,0,14675.28,11
83,27,16,50,269.76,13.44,1,0.0,9
83,28,16,50,67.44,3.36,0,0.0,9
83,29,16,50,269.76,13.44,0,0.0,9
83,30,16,50,67.44,3.36,0,0.0,9
83,31,16,50,269.76,13.44,1,0.0,9
83,32,16,50,269.76,13.44,1,0.0,9
2015B,10,24,90,5747.39,286.35,1,5659.62,11
84,25,16,40,316.97,15.79,0,0.0,9
84,26,16,40,899.2,44.8,0,0.0,9
5138A,180,27,560,2872.2,143.1,0,3379.56,4
5138A,187,27,560,2742.56,136.64,0,3227.56,4
84,29,16,40,316.97,15.79,1,0.0,9
2015B,6,24,90,6662.33,331.93,0,0.0,11
84,39,16,40,316.97,15.79,1,0.0,9
84,40,16,40,316.97,15.79,1,0.0,9
84,41,16,40,316.97,15.79,1,0.0,9
347,51,14,90,562.0,28.0,1,597.58,11
2470,64,16,210,1079.04,53.76,0,1265.52,9
2017,1,24,100,8563.37,426.64,0,4498.74,11
83,44,16,50,269.76,13.44,0,0.0,9
83,45,16,50,269.76,13.44,0,0.0,9
83,46,16,50,269.76,13.44,1,0.0,9
83,47,16,50,269.76,13.44,0,0.0,9
83,48,16,50,269.76,13.44,1,0.0,9
83,49,16,50,269.76,13.44,0,0.0,9
83,50,16,50,269.76,13.44,1,0.0,9
83,51,16,50,269.76,13.44,1,0.0,9
83,52,16,50,269.76,13.44,0,0.0,9
83,53,16,50,67.44,3.36,0,0.0,9
2018A,1,24,100,6476.49,322.67,0,1692.87,11
83,55,16,50,269.76,13.44,0,0.0,9
5138A,285,27,560,2599.43,129.51,1,2718.99,4
83,57,16,50,269.76,13.44,1,0.0,9
83,59,16,50,67.44,3.36,0,0.0,9
83,60,16,50,269.76,13.44,1,0.0,9
2018A,6,24,100,4276.44,213.06,1,2386.22,11
83,62,16,50,269.76,13.44,0,0.0,9
83,63,16,50,269.76,13.44,1,0.0,9
83,64,16,50,269.76,13.44,0,0.0,9
83,66,16,50,269.76,13.44,1,0.0,9
410,44,12,90,58.45,2.91,0,63.76,12
83,68,16,50,67.44,3.36,0,0.0,9
2475,50,16,210,1393.76,69.44,1,1482.93,9
408,1,12,90,15556.16,775.04,0,3744.64,12
83,70,16,50,269.76,13.44,0,0.0,9
83,71,16,50,269.76,13.44,1,0.0,9
5138A,329,27,560,2615.93,130.33,1,2796.18,4
89,3,16,130,316.97,15.79,0,0.0,9
5138A,334,27,560,2484.04,123.76,1,2492.92,4
5138A,514,27,560,2789.77,138.99,1,2976.61,4
89,6,16,130,316.97,15.79,1,0.0,9
89,7,16,130,316.97,15.79,0,0.0,9
89,8,16,130,316.97,15.79,1,0.0,9
5138A,596,27,560,2575.47,128.32,1,2749.99,4
5165B,33,27,490,370.92,18.48,0,446.04,4
89,11,16,130,316.97,15.79,0,0.0,9
5165B,34,27,490,370.92,18.48,0,446.04,4
89,13,16,130,316.97,15.79,0,0.0,9
5165C,3,27,490,377.66,18.82,0,453.96,4
5165C,4,27,490,377.66,18.82,0,453.96,4
89,16,16,130,316.97,15.79,0,0.0,9
2018B,27,24,100,5436.41,270.85,1,707.72,11
89,18,16,130,316.97,15.79,0,0.0,9
89,19,16,130,316.97,15.79,0,0.0,9
5165C,5,27,490,377.66,18.82,0,453.96,4
5165D,38,27,490,1411.74,70.34,0,1666.7,4
411,2,17,30,472.08,23.52,0,553.68,11
2475C,16,16,210,388.9,19.38,0,456.1,9
89,25,16,130,22.48,1.12,0,0.0,9
2018B,39,24,100,4456.28,222.02,0,0.0,11
503,1,11,20,6296.65,313.71,0,280.03,11
83,81,16,50,269.76,13.44,0,0.0,9
2197,024A,20,210,659.41,32.85,1,329.22,9
83,83,16,50,269.76,13.44,0,0.0,9
497,146,11,120,3596.8,179.2,0,18.34,
83,85,16,50,269.76,13.44,0,0.0,9
503,38,11,20,2702.1,134.62,0,3180.1,11
5171,11,27,490,2351.41,117.15,1,2517.88,4
5172,16,27,490,2650.39,132.05,1,2847.43,4
5173,69,27,480,1683.75,83.89,1,1794.79,4
509,27,11,90,3239.37,161.39,0,3468.59,11
83,91,16,50,269.76,13.44,0,0.0,9
500,41,11,80,449.6,22.4,0,528.05,11
2197,024C,20,210,659.41,32.85,1,645.36,9
83,94,16,50,269.76,13.44,1,0.0,9
5267O,694,27,90,2860.96,142.54,1,2350.33,3
83,97,16,50,269.76,13.44,0,0.0,9
83,101,16,50,269.76,13.44,1,0.0,9
522,14,11,100,3165.18,157.7,1,1595.05,11
2198,016A,20,210,659.41,32.85,1,645.36,9
2018B,53,24,100,3981.95,198.39,1,985.74,11
2475D,54,16,210,1517.4,75.6,0,1779.66,9
2475D,59,16,210,51.7,2.58,0,60.64,9
508,25,11,120,7031.74,350.34,0,7601.36,12
84,2,16,40,0.0,0.0,0,0.0,9
552,32,11,110,8043.34,400.74,0,9200.5,11
552,035H,11,110,3372.0,168.0,1,3376.41,
648,3,4,110,7466.35,371.99,0,8541.33,11
84,6,16,40,899.2,44.8,0,0.0,9
552,035K,11,110,3372.0,168.0,1,1913.32,
637,10,4,110,2477.3,123.42,0,2652.58,11
637,12,4,110,11204.03,558.21,0,11996.8,11
84,10,16,40,67.44,3.36,0,0.0,9
5210E,70,27,590,2598.69,129.47,1,2789.67,4
84,12,16,40,0.0,0.0,0,0.0,9
5211,11,27,420,1947.51,97.03,0,2236.18,4
5211,12,27,420,6577.65,327.71,0,3017.17,4
552,035J,11,110,2697.6,134.4,1,1600.47,
84,18,16,40,2830.23,141.01,0,0.0,9
2475E,26,16,210,1279.11,63.73,0,1500.16,9
2018B,69,24,100,6106.31,304.23,1,3012.98,11
96,60,16,80,316.97,15.79,0,0.0,9
654,1,4,90,7415.41,369.45,0,8168.11,11
96,63,16,80,316.97,15.79,0,0.0,9
96,65,16,80,67.44,3.36,0,0.0,9
97,18,16,100,0.0,0.0,0,0.0,9
2018B,63,24,100,4435.3,220.98,1,2206.25,11
2018B,68,24,100,4168.53,207.68,1,505.65,11
2018B,70,24,100,7892.73,393.23,1,3843.74,11
2019A,45,24,100,4474.26,222.92,0,0.0,11
84,43,16,40,316.97,15.79,0,0.0,9
5211,042A,27,420,1673.25,83.36,0,1922.73,4
5212,12,27,420,2261.49,112.67,1,1250.75,4
84,46,16,40,316.97,15.79,0,0.0,9
5212,012D,27,420,1847.86,92.06,1,1981.38,4
84,48,16,40,316.97,15.79,0,0.0,9
562,12,4,20,2425.59,120.85,0,2597.24,11
5216,27,27,430,822.77,40.99,0,976.02,4
84,52,16,40,316.97,15.79,0,0.0,9
84,53,16,40,316.97,15.79,0,0.0,9
84,54,16,40,316.97,15.79,1,0.0,9
84,55,16,40,316.97,15.79,1,0.0,9
84,57,16,40,316.97,15.79,0,0.0,9
2481,039B,16,210,239.03,11.91,0,273.11,9
2482B,4,16,210,268.25,13.36,0,306.49,9
2482B,5,16,210,434.61,21.65,0,496.61,9
95,50,16,80,0.0,0.0,0,0.0,9
95,52,16,80,269.76,13.44,0,0.0,9
95,53,16,80,269.76,13.44,0,0.0,9
552,43,11,110,4271.2,212.8,0,90.36,11
2019A,32,24,100,4146.05,206.56,1,2041.36,11
2019A,40,24,100,5467.88,272.42,1,2666.33,11
2019A,55,24,100,4032.91,200.93,1,1059.81,11
2019A,58,24,100,4457.04,222.06,1,2209.5,11
2019A,62,24,100,4779.99,238.15,1,4074.28,11
84,61,16,40,316.97,15.79,0,0.0,9
84,62,16,40,0.0,0.0,0,0.0,9
84,63,16,40,67.44,3.36,0,0.0,9
84,64,16,40,316.97,15.79,0,0.0,9
84,65,16,40,316.97,15.79,0,0.0,9
84,065A,16,40,0.0,0.0,0,0.0,9
84,66,16,40,67.44,3.36,0,0.0,9
576,40,4,30,3357.77,167.29,0,3698.64,11
84,68,16,40,112.4,5.6,0,0.0,9
5197,017C,27,420,1674.76,83.44,1,1812.16,4
84,70,16,40,67.44,3.36,0,0.0,9
84,71,16,40,0.0,0.0,0,0.0,9
576,38,4,30,6749.24,336.26,0,7226.78,11
5198,5,27,410,2576.21,128.35,1,2770.65,4
1127,34,8,70,674.4,33.6,0,212.9,12
84,76,16,40,67.44,3.36,0,0.0,9
84,77,16,40,316.97,15.79,0,0.0,9
84,79,16,40,0.0,0.0,0,0.0,9
84,81,16,40,316.97,15.79,0,0.0,9
84,82,16,40,316.97,15.79,1,0.0,9
1127,35,8,70,674.4,33.6,1,330.81,12
84,86,16,40,316.97,15.79,0,0.0,9
2019A,68,24,100,5040.02,251.1,1,2492.18,11
2019A,69,24,100,6399.31,318.83,1,2570.71,11
2019A,70,24,100,7168.87,357.17,1,1742.24,11
2019B,9,24,100,3183.17,158.59,0,1672.28,11
84,87,16,40,316.97,15.79,1,0.0,9
5200,93,27,410,1668.02,83.1,0,1950.7,4
5203A,5,27,420,251.78,12.54,0,306.38,4
2019B,21,24,100,3891.29,193.87,1,1958.9,11
5203A,11,27,420,687.89,34.27,0,817.8,4
5210A,117,27,590,2625.66,130.82,0,3090.44,4
5210A,130,27,590,2540.24,126.56,1,2728.61,4
1491,39,8,160,2292.96,114.24,0,2501.2,13
107,99,16,90,269.76,13.44,0,0.0,9
3121,29,15,240,3234.87,161.17,1,19.25,7
2482B,38,16,210,22.48,1.12,0,26.36,9
108,4,16,90,899.2,44.8,1,0.0,9
2484,9,16,180,666.91,33.23,1,697.51,8
4983G,33,27,110,7966.17,396.89,1,6890.84,4
3118B,53,15,230,20.23,1.01,0,23.7,6
108,11,16,90,316.97,15.79,0,0.0,9
2019B,11,24,100,7613.98,379.34,1,3669.01,11
2019B,19,24,100,5763.13,287.13,1,2831.07,11
2019B,27,24,100,5084.98,253.34,1,1051.95,11
2019B,28,24,100,4918.62,245.06,1,2219.71,11
4983G,17,27,110,11416.85,568.81,1,5683.81,4
4983G,20,27,110,7934.7,395.32,1,1699.34,4
4983G,23,27,110,8370.81,417.05,1,4044.34,4
4983G,25,27,110,9864.22,491.46,1,4909.78,4
84,91,16,40,0.0,0.0,0,0.0,9
699,31,20,110,67.44,3.36,0,90.12,9
5267O,720,27,90,3055.77,152.24,1,3274.89,3
5267O,725,27,90,3266.34,162.74,1,3499.65,3
2020,24,24,100,4275.7,213.02,1,2169.8,11
85,5,16,40,316.97,15.79,1,0.0,9
85,6,16,40,67.44,3.36,0,0.0,9
85,7,16,40,316.97,15.79,0,0.0,9
85,8,16,40,0.0,0.0,0,0.0,9
85,9,16,40,0.0,0.0,0,0.0,9
85,10,16,40,316.97,15.79,1,0.0,9
85,11,16,40,67.44,3.36,0,0.0,9
703,35,20,110,337.2,16.8,0,367.82,9
5267O,800,27,90,2894.68,144.22,1,3107.11,3
85,15,16,40,0.0,0.0,0,0.0,9
85,16,16,40,316.97,15.79,0,0.0,9
699,29,20,110,337.2,16.8,0,395.46,9
85,18,16,40,316.97,15.79,0,0.0,9
85,020A,16,40,0.0,0.0,0,0.0,9
85,21,16,40,316.97,15.79,0,0.0,9
85,23,16,40,0.0,0.0,0,0.0,9
85,25,16,40,0.0,0.0,0,0.0,9
2020,21,24,100,4275.7,213.02,1,1125.71,11
2020,55,24,100,5309.78,264.54,1,2190.45,11
2486,53,16,180,29.22,1.46,0,34.22,8
85,26,16,40,0.0,0.0,0,0.0,9
85,27,16,40,0.0,0.0,0,0.0,9
85,59,16,40,0.0,0.0,0,0.0,9
85,60,16,40,0.0,0.0,0,0.0,9
85,61,16,40,0.0,0.0,0,0.0,9
86,1,16,100,0.0,0.0,0,0.0,9
86,3,16,100,0.0,0.0,0,0.0,9
86,4,16,100,0.0,0.0,0,0.0,9
86,5,16,100,0.0,0.0,0,0.0,9
86,6,16,100,0.0,0.0,0,0.0,9
